Unnamed: 0,LHS,LHS_size,RHS,RHS_size,conf,sup,lift,cov
787,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
788,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
789,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,"('pushInput_p == ""none""',)",1,1.0,0.20790737947600693,2.5754981655995968,611725601.9216803
790,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
791,"('calledMethod == ""push""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
792,"('isEmpty_p == ""False""', 'pushInput == ""none""', 'size == ""0""')",3,"('isEmpty == ""True""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
793,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'size == ""0""')",3,"('pushInput == ""none""',)",1,1.0,0.2140662532819396,2.217322639581333,549005642.142897
794,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'pushInput == ""none""')",3,"('size == ""0""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
795,"('isEmpty_p == ""False""', 'size == ""0""')",2,"('isEmpty == ""True""', 'pushInput == ""none""')",2,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
796,"('isEmpty == ""True""', 'isEmpty_p == ""False""')",2,"('pushInput == ""none""', 'size == ""0""')",2,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
797,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('pushInput_p == ""none""', 'size == ""1""')",2,1.0,0.20790737947600693,4.736027515047292,788852578.0682644
798,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
799,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
800,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
801,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
802,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
803,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
804,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
805,"('calledMethod_p == ""push""', 'size_p == ""1""')",2,"('isEmpty_p == ""False""',)",1,1.0,0.2889084408692252,2.21348418807382,548223562.9294453
806,"('isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
807,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
808,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""', 'size == ""0""')",3,"('isEmpty == ""True""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
809,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'size == ""0""')",3,"('peek_obj_type == ""EmptyObject""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
810,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",3,"('size == ""0""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
811,"('isEmpty_p == ""False""', 'size == ""0""')",2,"('isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""')",2,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
812,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty == ""True""', 'size == ""0""')",2,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
813,"('isEmpty == ""True""', 'isEmpty_p == ""False""')",2,"('peek_obj_type == ""EmptyObject""', 'size == ""0""')",2,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
814,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",4,"('pushInput_p == ""none""',)",1,1.0,0.20790737947600693,2.5754981655995968,611725601.9216803
815,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
816,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
817,"('pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
818,"('isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,4.10761817347407,756549913.4126585
819,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('isEmpty == ""False""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
820,"('isEmpty == ""False""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
821,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""', 'size == ""0""')",4,"('isEmpty == ""True""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
822,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'pushInput == ""none""', 'size == ""0""')",4,"('peek_obj_type == ""EmptyObject""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
823,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""', 'size == ""0""')",4,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
824,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",4,"('size == ""0""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
825,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
826,"('peek_obj_type == ""EmptyObject""',)",1,"('pushInput == ""none""',)",1,1.0,0.39381878107368296,2.217322639581333,549005642.142897
827,"('isEmpty == ""False""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,1.0,0.20790737947600693,4.809834083428495,792092620.523993
828,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,"('isEmpty == ""False""', 'size == ""1""')",2,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
829,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
830,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""',)",1,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
831,"('calledMethod == ""push""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
832,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",4,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
833,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",4,"('isEmpty_p == ""True""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
834,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",4,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
835,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",4,1.0,0.20790737947600693,4.809834083428495,792092620.523993
836,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size_p == ""0""')",4,"('isEmpty == ""False""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,4.10761817347407,756549913.4126585
837,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'pushInput == ""none""')",3,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
838,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('isEmpty_p == ""False""', 'pushInput == ""none""', 'size == ""0""')",3,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
839,"('pushInput_p == ""none""', 'size == ""1""')",2,"('isEmpty == ""False""',)",1,1.0,0.21114742193173566,1.6496716968091236,393818781.073683
840,"('isEmpty == ""False""', 'peek_obj_type == ""class java.lang.Float""', 'pushInput == ""class java.lang.Float""')",3,"('calledMethod == ""push""',)",1,1.0,0.2067621920563097,1.8214749052428072,450994357.8571029
841,"('calledMethod == ""push""', 'peek_obj_type == ""class java.lang.Float""', 'pushInput == ""class java.lang.Float""')",3,"('isEmpty == ""False""',)",1,1.0,0.2067621920563097,1.6496716968091234,393818781.073683
842,"('calledMethod == ""push""', 'isEmpty == ""False""', 'pushInput == ""class java.lang.Float""')",3,"('peek_obj_type == ""class java.lang.Float""',)",1,1.0,0.2067621920563097,4.405044601661027,772987542.5953858
843,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type == ""class java.lang.Float""')",3,"('pushInput == ""class java.lang.Float""',)",1,1.0,0.2067621920563097,4.8364741641337385,793237807.9436902
844,"('peek_obj_type == ""class java.lang.Float""', 'pushInput == ""class java.lang.Float""')",2,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.2067621920563097,1.8214749052428072,450994357.8571029
845,"('isEmpty == ""False""', 'pushInput == ""class java.lang.Float""')",2,"('calledMethod == ""push""', 'peek_obj_type == ""class java.lang.Float""')",2,1.0,0.2067621920563097,4.8364741641337385,793237807.9436902
846,"('calledMethod == ""push""', 'pushInput == ""class java.lang.Float""')",2,"('isEmpty == ""False""', 'peek_obj_type == ""class java.lang.Float""')",2,1.0,0.2067621920563097,4.405044601661027,772987542.5953858
847,"('calledMethod == ""push""', 'peek_obj_type == ""class java.lang.Float""')",2,"('isEmpty == ""False""', 'pushInput == ""class java.lang.Float""')",2,1.0,0.2067621920563097,4.8364741641337385,793237807.9436902
848,"('pushInput == ""class java.lang.Float""',)",1,"('calledMethod == ""push""', 'isEmpty == ""False""', 'peek_obj_type == ""class java.lang.Float""')",3,1.0,0.2067621920563097,4.8364741641337385,793237807.9436902
849,"('pushInput == ""class java.lang.Float""',)",1,"('peek_obj_type == ""class java.lang.Float""',)",1,1.0,0.2067621920563097,4.405044601661027,772987542.5953858
850,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",2,"('pushInput == ""none""',)",1,1.0,0.2140662532819396,2.217322639581333,549005642.142897
851,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'pushInput == ""none""', 'size == ""0""')",4,"('isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
852,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""', 'size == ""0""')",4,"('isEmpty == ""True""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
853,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",4,"('isEmpty == ""True""', 'size == ""0""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
854,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'pushInput == ""none""', 'size == ""0""')",4,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",2,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
855,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
856,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
857,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
858,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty == ""False""',)",1,1.0,0.20790737947600693,1.6496716968091234,393818781.073683
859,"('isEmpty == ""False""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",3,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
860,"('calledMethod_p == ""clear""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""',)",1,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
861,"('calledMethod_p == ""clear""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
862,"('calledMethod_p == ""clear""',)",1,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
863,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""', 'size == ""0""')",3,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
864,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'size == ""0""')",3,"('peek_obj_type == ""EmptyObject""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
865,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",3,"('size == ""0""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
866,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",2,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
867,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty_p == ""False""', 'size == ""0""')",2,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
868,"('size == ""1""',)",1,"('isEmpty == ""False""',)",1,1.0,0.4080777610189375,1.6496716968091234,393818781.073683
869,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'pushInput == ""none""')",3,"('isEmpty_p == ""False""',)",1,1.0,0.20033796994581307,2.21348418807382,548223562.9294453
870,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'isEmpty_p == ""False""')",3,"('pushInput == ""none""',)",1,1.0,0.20033796994581307,2.217322639581333,549005642.142897
871,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('isEmpty_p == ""False""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,3.686746987951807,728758169.9346405
872,"('calledMethod_p == ""push""', 'size == ""0""')",2,"('isEmpty == ""True""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
873,"('calledMethod_p == ""push""', 'isEmpty == ""True""')",2,"('size == ""0""',)",1,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
874,"('size == ""1""', 'size_p == ""0""')",2,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
875,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""')",2,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
876,"('isEmpty_p == ""True""', 'size == ""1""')",2,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size_p == ""0""')",3,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
877,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",4,"('isEmpty_p == ""True""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
878,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",4,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
879,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",4,"('pushInput_p == ""none""',)",1,1.0,0.20790737947600693,2.5754981655995968,611725601.9216803
880,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""', 'size == ""1""')",4,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
881,"('pushInput_p == ""none""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
882,"('isEmpty_p == ""True""', 'size == ""1""', 'size_p == ""0""')",3,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
883,"('peek_obj_type_p == ""EmptyObject""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
884,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""')",4,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
885,"('isEmpty_p == ""True""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('calledMethod == ""push""', 'isEmpty == ""False""')",2,1.0,0.20790737947600693,1.8214749052428076,450994357.8571029
886,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('calledMethod == ""push""', 'pushInput_p == ""none""')",2,1.0,0.20790737947600693,4.178327595261715,760669794.9835205
887,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""')",3,"('calledMethod == ""push""', 'size == ""1""')",2,1.0,0.20790737947600693,2.7139175257731956,631528964.8622981
888,"('calledMethod == ""push""', 'pushInput_p == ""none""', 'size == ""1""')",3,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
889,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""', 'size == ""0""')",4,"('isEmpty_p == ""False""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,3.686746987951807,728758169.9346405
890,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",4,"('isEmpty_p == ""False""', 'size == ""0""')",2,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
891,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'isEmpty_p == ""False""', 'size == ""0""')",4,"('peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
892,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'isEmpty_p == ""False""', 'pushInput == ""none""')",4,"('peek_obj_type == ""EmptyObject""', 'size == ""0""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
893,"('calledMethod_p == ""push""', 'isEmpty == ""True""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",4,"('pushInput == ""none""', 'size == ""0""')",2,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
894,"('calledMethod_p == ""push""', 'pushInput == ""none""', 'size == ""0""')",3,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",3,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
895,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""', 'size == ""0""')",3,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'pushInput == ""none""')",3,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
896,"('calledMethod_p == ""push""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",3,"('isEmpty == ""True""', 'isEmpty_p == ""False""', 'size == ""0""')",3,1.0,0.20033796994581307,4.671450939457202,785933746.7180605
897,"('calledMethod_p == ""push""', 'isEmpty_p == ""False""', 'size == ""0""')",3,"('isEmpty == ""True""', 'peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",3,1.0,0.20033796994581307,2.5392389801056776,606181218.9263169
898,"('isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",3,"('calledMethod == ""push""', 'size_p == ""0""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
899,"('calledMethod == ""push""', 'size == ""1""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'isEmpty_p == ""True""')",2,1.0,0.20790737947600693,4.809834083428495,792092620.523993
900,"('calledMethod == ""push""', 'isEmpty_p == ""True""', 'size_p == ""0""')",3,"('isEmpty == ""False""', 'size == ""1""')",2,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
901,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size_p == ""0""')",4,"('size == ""1""',)",1,1.0,0.20790737947600693,2.4505133470225875,591922238.9810625
902,"('calledMethod == ""push""', 'isEmpty == ""False""', 'isEmpty_p == ""True""', 'size == ""1""')",4,"('size_p == ""0""',)",1,1.0,0.20790737947600693,2.9498228557304116,660996592.3691412
903,"('calledMethod_p == ""clear""', 'pushInput_p == ""none""')",2,"('isEmpty_p == ""True""',)",1,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
904,"('calledMethod_p == ""clear""', 'isEmpty_p == ""True""')",2,"('pushInput_p == ""none""',)",1,1.0,0.2053656220322887,2.5754981655995968,611725601.9216803
905,"('calledMethod_p == ""clear""',)",1,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
906,"('pushInput == ""none""', 'size == ""0""')",2,"('peek_obj_type == ""EmptyObject""',)",1,1.0,0.39381878107368296,2.5392389801056767,606181218.9263169
907,"('peek_obj_type == ""EmptyObject""', 'size == ""0""')",2,"('pushInput == ""none""',)",1,1.0,0.39381878107368296,2.217322639581333,549005642.142897
908,"('peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",2,"('size == ""0""',)",1,1.0,0.39381878107368296,2.5392389801056767,606181218.9263169
909,"('size == ""0""',)",1,"('peek_obj_type == ""EmptyObject""', 'pushInput == ""none""')",2,1.0,0.39381878107368296,2.5392389801056767,606181218.9263169
910,"('peek_obj_type == ""EmptyObject""',)",1,"('pushInput == ""none""', 'size == ""0""')",2,1.0,0.39381878107368296,2.5392389801056767,606181218.9263169
911,"('isEmpty_p == ""False""', 'peek_obj_type == ""EmptyObject""')",2,"('isEmpty == ""True""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
912,"('isEmpty == ""True""', 'isEmpty_p == ""False""')",2,"('peek_obj_type == ""EmptyObject""',)",1,1.0,0.2140662532819396,2.5392389801056776,606181218.9263169
913,"('pushInput_p == ""none""', 'size_p == ""0""')",2,"('isEmpty_p == ""True""',)",1,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
914,"('isEmpty_p == ""True""', 'size_p == ""0""')",2,"('pushInput_p == ""none""',)",1,1.0,0.3390034076308586,2.5754981655995968,611725601.9216803
915,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,"('size_p == ""0""',)",1,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
916,"('size_p == ""0""',)",1,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
917,"('isEmpty_p == ""True""',)",1,"('pushInput_p == ""none""', 'size_p == ""0""')",2,1.0,0.3390034076308586,2.9498228557304116,660996592.3691412
918,"('size_p == ""0""',)",1,"('pushInput_p == ""none""',)",1,1.0,0.3390034076308586,2.5754981655995968,611725601.9216803
919,"('calledMethod_p == ""clear""', 'peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",3,"('isEmpty_p == ""True""',)",1,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
920,"('calledMethod_p == ""clear""', 'isEmpty_p == ""True""', 'pushInput_p == ""none""')",3,"('peek_obj_type_p == ""EmptyObject""',)",1,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
921,"('calledMethod_p == ""clear""', 'isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",3,"('pushInput_p == ""none""',)",1,1.0,0.2053656220322887,2.5754981655995968,611725601.9216803
922,"('calledMethod_p == ""clear""', 'pushInput_p == ""none""')",2,"('isEmpty_p == ""True""', 'peek_obj_type_p == ""EmptyObject""')",2,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
923,"('calledMethod_p == ""clear""', 'peek_obj_type_p == ""EmptyObject""')",2,"('isEmpty_p == ""True""', 'pushInput_p == ""none""')",2,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
924,"('calledMethod_p == ""clear""', 'isEmpty_p == ""True""')",2,"('peek_obj_type_p == ""EmptyObject""', 'pushInput_p == ""none""')",2,1.0,0.2053656220322887,2.9498228557304116,660996592.3691412
